,0,1,2,3,4,5,6,7,8,9
ccm2,1.72862660613676,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
wap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbrg4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmprss2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3397427672051205
mx1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.7289929352213358,-0.0,-0.0
fap,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3394035750804987,3.5481882305725954,-0.0,-0.0
gcg,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.605308288566234
ndufa9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
egfl6,-0.0,-0.0,1.4226133321733485,-0.0,-0.0,-0.0,1.422498067955083,-0.0,-0.0,-0.0
lck,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tssk3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cttnbp2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
galnt1,-0.0,-0.0,-0.0,-0.0,1.0707975747574572,-0.0,-0.0,-0.0,-0.0,-0.0
myf5,-0.0,-0.0,2.00165644977222,-0.0,2.0017832691270305,-0.0,2.0015296451015843,-0.0,-0.0,2.001910102398934
mkrn2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0709021002274661
pparg,1.015644430665285,-0.0,-0.0,1.015542010092966,-0.0,-0.0,-0.0,2.802204159776882,-0.0,-0.0
raf1,-0.0,0.7916369697741571,4.289722040707215,-0.0,0.7918221282460303,-0.0,2.272168421397796,0.7919147287841405,-0.0,-0.0
sept1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pdgfb,-0.0,-0.0,1.015746864888013,1.015542010092966,-0.0,-0.0,1.015644430665285,2.802204159776882,-0.0,2.802204159776882
acvrl1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.174088316339667,-0.0,1.6152847302995177,-0.0
grasp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.001910102398934,-0.0,-0.0
acvr1b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tom1l2,1.193940993992937,-0.0,5.84385876203329,-0.0,-0.0,-0.0,1.193940993992937,-0.0,-0.0,-0.0
gpa33,-0.0,-0.0,-0.0,-0.0,1.7288708106515018,-0.0,-0.0,-0.0,-0.0,-0.0
zfp385a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itga5,-0.0,-0.0,-0.0,-0.0,3.2915792065674263,-0.0,3.291300938890284,-0.0,-0.0,-0.0
gabra2,-0.0,-0.0,3.2914400655318348,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
wdr77,-0.0,-0.0,-0.0,3.850604153528705,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adora3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atp5f1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sox9,-0.0,-0.0,0.9170156288625526,-0.0,0.9171140424789741,-0.0,-0.0,2.5706633757130586,0.9168188413450902,0.9172124709477469
hnrnpd,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7916369697741571,-0.0,-0.0,-0.0
dynlt1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1d,-0.0,-0.0,-0.0,-0.0,1.26375728884569,-0.0,-0.0,-0.0,-0.0,1.263868182960805
gm2a,2.901626150905268,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.9020359931439486,-0.0,-0.0
krit1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
clcn4,1.508849172813735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4831376248324796,-0.0,-0.0
grm6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sema4f,-0.0,-0.0,-0.0,-0.0,1.514236277020688,-0.0,1.5140012415200028,1.514353816372332,-0.0,-0.0
hk2,-0.0,-0.0,-0.0,-0.0,5.601846950811512,-0.0,-0.0,-0.0,-0.0,1.1301603344275548
myo18a,-0.0,0.7203217753546327,-0.0,-0.0,2.1005622280167295,-0.0,4.002182824631989,2.1007736369321615,-0.0,2.1007736369321615
sez6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8565676159558275,-0.0,-0.0
haao,0.6569746336112733,-0.0,0.6570598448506796,-0.0,0.6571450698279764,-0.0,1.945479324714995,0.6572303085591898,-0.0,0.6572303085591898
cd52,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
abhd15,-0.0,-0.0,-0.0,-0.0,1.6156440928223557,-0.0,-0.0,1.6157639094762721,-0.0,-0.0
hoxb6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
loxl3,3.8507458253371203,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
btn1a1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kat2b,-0.0,-0.0,1.4226133321733485,3.7364297476233026,-0.0,-0.0,1.422498067955083,-0.0,-0.0,3.737435989397212
rab5b,-0.0,3.8507458253371203,-0.0,-0.0,-0.0,-0.0,3.8507458253371203,-0.0,-0.0,-0.0
cryba1,-0.0,-0.0,-0.0,-0.0,1.8564431519480595,-0.0,-0.0,-0.0,-0.0,-0.0
dnmt3l,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aire,-0.0,-0.0,-0.0,-0.0,2.9018993644274937,-0.0,-0.0,-0.0,-0.0,-0.0
icosl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spg7,1.72862660613676,-0.0,-0.0,-0.0,-0.0,48.25555448685758,48.256997759322324,-0.0,48.25555448685758,-0.0
sult5a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rpl13,-0.0,-0.0,-0.0,-0.0,-0.0,53.08187586106623,53.083463540237545,-0.0,53.08187586106623,-0.0
chmp1a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rpa1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
serpinf1,-0.0,-0.0,-0.0,1.3392905389412868,-0.0,-0.0,1.3394035750804987,1.3397427672051205,-0.0,-0.0
tubgcp3,-0.0,-0.0,-0.0,-0.0,2.8019715999482195,-0.0,1.015644430665285,-0.0,-0.0,-0.0
polr3d,2.6049059333277973,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tcf7,1.0705885675845803,-0.0,1.070693064233235,-0.0,-0.0,-0.0,-0.0,1.0709021002274661,-0.0,-0.0
ddx3x,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
il12rb1,-0.0,1.0705885675845803,-0.0,-0.0,1.0707975747574572,-0.0,-0.0,1.0709021002274661,-0.0,-0.0
slc5a5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kcnn3,1.1490052236600614,-0.0,1.1491701684756963,-0.0,0.3464590221210812,-0.0,0.34633588483244043,0.34652060963021636,0.3462743338947556,0.34652060963021636
usp32,1.422498067955083,1.422498067955083,1.4226133321733485,-0.0,-0.0,-0.0,1.422498067955083,-0.0,-0.0,-0.0
car4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
txnrd3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fasl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zfp512b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dnajc5,-0.0,-0.0,-0.0,-0.0,2.367187954866486,-0.0,-0.0,-0.0,-0.0,-0.0
tpd52l2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6047718441806595,-0.0
fmr1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.291300938890284,-0.0,-0.0,-0.0
bcl11a,-0.0,-0.0,0.8725045572472452,0.8723117143413155,0.8726009991457537,-0.0,-0.0,-0.0,-0.0,-0.0
il4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.9020359931439486,-0.0,-0.0
pxmp4,4.825073260841458,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dlg3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.901626150905268,-0.0,-0.0,2.9020359931439486
gnb1l,1.5140012415200028,-0.0,1.514118752012013,-0.0,-0.0,-0.0,1.5140012415200028,3.945190437991227,-0.0,-0.0
dbh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mmp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smarcb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vpreb3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.8507458253371203,-0.0,-0.0,-0.0
hip1r,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nsun5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
top1mt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hoxa10,-0.0,-0.0,1.615524291561826,4.1738302668996905,-0.0,-0.0,-0.0,1.6157639094762721,1.6152847302995177,-0.0
hoxa4,-0.0,3.8507458253371203,-0.0,-0.0,-0.0,-0.0,3.8507458253371203,-0.0,-0.0,9.651151499595011
mmp14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc7a7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8565676159558275
oxa1l,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.514353816372332,1.5138837451019254,-0.0
heatr6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wfdc18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
icam4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ilf2,-0.0,-0.0,-0.0,3.850604153528705,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
chtop,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
snapin,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
s100a4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
s100a3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.291718363334611,-0.0,-0.0
s100a5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
s100a6,1.856194268869091,-0.0,1.8563187032747113,-0.0,-0.0,-0.0,1.856194268869091,1.8565676159558275,-0.0,1.8565676159558275
scn4a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
icam2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mapk7,-0.0,-0.0,2.9017627508091732,-0.0,-0.0,-0.0,2.901626150905268,2.9020359931439486,-0.0,-0.0
epn2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
b9d1,-0.0,-0.0,-0.0,-0.0,2.9018993644274937,-0.0,-0.0,-0.0,-0.0,-0.0
sec24b,-0.0,-0.0,1.514118752012013,-0.0,-0.0,-0.0,1.5140012415200028,-0.0,-0.0,-0.0
n4bp3,1.5140012415200028,-0.0,-0.0,-0.0,-0.0,-0.0,1.5140012415200028,-0.0,-0.0,-0.0
rmnd5b,-0.0,-0.0,-0.0,-0.0,4.825361828709064,-0.0,-0.0,-0.0,-0.0,-0.0
nhp2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
vps9d1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mfsd10,-0.0,-0.0,-0.0,-0.0,2.0017832691270305,-0.0,-0.0,-0.0,-0.0,-0.0
luzp1,-0.0,1.856194268869091,-0.0,-0.0,4.718984254173745,-0.0,-0.0,-0.0,-0.0,-0.0
slc13a2,-0.0,-0.0,-0.0,-0.0,1.7288708106515018,-0.0,-0.0,1.7289929352213358,-0.0,-0.0
kctd10,5.843475687192556,-0.0,1.1940497061934225,-0.0,-0.0,-0.0,3.214327087142674,1.1942671734811146,1.1938322955284313,-0.0
poldip2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ift20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
col6a1,-0.0,-0.0,-0.0,-0.0,1.0707975747574572,-0.0,-0.0,-0.0,-0.0,1.0709021002274661
pcbp3,0.3068900561866523,-0.0,0.30694759167560254,-0.0,2.1801910344111826,-0.0,0.3068900561866523,1.0414428300359528,-0.0,-0.0
lgals9,-0.0,-0.0,-0.0,-0.0,0.5745404812777309,-0.0,-0.0,1.741294323986044,0.5743005063433164,0.574620499620073
araf,2.3669246623467552,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.3673196238429344,-0.0,-0.0
cfp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
timp1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
uxt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.291300938890284,-0.0,-0.0,-0.0
cnnm3,-0.0,-0.0,3.850887510914847,-0.0,3.8510292115400926,-0.0,-0.0,-0.0,-0.0,-0.0
lman2l,-0.0,-0.0,2.00165644977222,-0.0,-0.0,-0.0,2.0015296451015843,-0.0,-0.0,-0.0
mcm3ap,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pcnt,-0.0,-0.0,1.1299471131593584,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.1301603344275548
ftcd,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mxd1,-0.0,-0.0,-0.0,-0.0,2.9018993644274937,-0.0,-0.0,2.9020359931439486,-0.0,-0.0
gmcl1,1.72862660613676,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.7289929352213358,1.7285045242918922,-0.0
snrnp27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
oas1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ocrl,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
calm1,-0.0,-0.0,-0.0,-0.0,1.3396296884299617,-0.0,1.3394035750804987,1.3397427672051205,1.3392905389412868,1.3397427672051205
agpat3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6201051171159762,-0.0,-0.0
slc26a3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sema6b,-0.0,-0.0,3.736932810702992,-0.0,-0.0,-0.0,3.7366812648709287,-0.0,-0.0,-0.0
uhrf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dpp9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.174862635013882
ramp2,-0.0,-0.0,4.825217537574328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lsr,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gramd1a,1.72862660613676,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.7289929352213358,-0.0,-0.0
hpn,-0.0,-0.0,-0.0,-0.0,1.1300537164830355,-0.0,-0.0,1.1301603344275548,-0.0,-0.0
gabrg1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ckb,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sp1,1.856194268869091,-0.0,1.8563187032747113,-0.0,-0.0,1.8560698486108416,1.856194268869091,-0.0,-0.0,-0.0
itgb7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
myg1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rarg,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.169430736528297,-0.0,-0.0,-0.0
pfdn5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.605308288566234,-0.0,-0.0
efnb2,1.0705885675845803,-0.0,-0.0,-0.0,2.9298396927595483,-0.0,-0.0,-0.0,-0.0,-0.0
rrp15,1.5140012415200028,-0.0,-0.0,-0.0,-0.0,-0.0,1.5140012415200028,-0.0,-0.0,-0.0
rnd2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
srr,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sync,-0.0,2.3669246623467552,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.3673196238429344
fndc5,2.0015296451015843,-0.0,-0.0,-0.0,-0.0,-0.0,2.0015296451015843,-0.0,-0.0,2.001910102398934
acp5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cnn1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fbxo9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.169430736528297,2.1698183991158966,-0.0,2.1698183991158966
vps50,1.193940993992937,-0.0,1.1940497061934225,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hars,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.825073260841458,-0.0,-0.0,-0.0
zmat2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ube2c,-0.0,-0.0,-0.0,3.291161825340337,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
smg5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cct3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
glmp,-0.0,-0.0,-0.0,-0.0,4.825361828709064,-0.0,-0.0,4.825506134287656,-0.0,-0.0
